Bedrooms,Bathrooms,SqftLiving,HouseAge,Garage,Floors,Neighborhood,DistanceToCity,Price
3,3,1266,30,1,1,1,47.0,143000
3,3,1329,35,0,1,0,43.4,63000
1,1,500,9,0,2,1,4.7,160000
3,2,927,18,2,2,2,7.7,266000
2,2,663,19,2,1,1,30.5,124000
3,3,1198,39,1,2,0,26.4,169000
2,1,812,4,1,2,1,9.3,172000
5,5,2385,6,1,1,1,7.3,451000
3,3,1216,51,1,2,1,28.6,141000
4,3,1835,33,1,2,1,3.4,323000
4,3,1512,32,1,2,3,43.8,303000
3,2,1137,16,2,2,0,40.5,145000
2,1,534,11,0,1,2,39.5,131000
3,2,1051,22,0,2,2,1.8,246000
3,3,1305,36,2,2,3,3.3,384000
4,4,1601,50,1,1,0,27.9,196000
3,3,1388,23,1,2,1,49.7,173000
2,2,836,26,1,1,0,17.8,91000
3,2,1129,31,1,2,1,17.9,176000
3,2,1629,29,1,3,0,7.6,224000
4,3,1581,5,1,2,2,34.0,293000
3,2,1432,54,1,2,0,32.7,124000
3,3,1119,38,1,1,1,6.0,159000
6,5,2541,25,1,1,1,23.9,389000
4,3,1785,34,2,2,3,33.7,363000
2,1,841,12,1,2,2,25.2,222000
2,1,500,22,1,1,1,34.0,51000
2,1,803,9,1,3,1,41.0,132000
2,1,1046,20,1,1,0,34.6,78000
2,1,905,29,1,2,2,31.2,185000
2,2,889,44,2,2,2,42.8,153000
3,2,855,29,1,2,2,45.1,168000
2,1,655,45,2,2,0,20.1,50000
5,5,2082,27,2,1,2,9.5,410000
2,1,882,54,2,3,2,41.1,138000
3,3,1442,55,1,2,3,11.5,303000
3,2,1171,17,2,2,1,46.5,171000
6,5,2481,5,0,2,1,2.1,470000
2,1,803,52,0,1,1,46.1,50000
3,3,1002,45,1,2,0,29.9,104000
6,5,1948,13,2,2,2,39.0,381000
5,5,2086,42,1,2,2,20.5,358000
4,4,1634,15,1,2,1,49.6,274000
3,2,1076,15,1,3,0,12.2,144000
2,1,500,18,1,1,0,14.0,50000
4,4,1725,50,1,2,3,3.5,403000
5,5,1946,2,2,1,1,47.1,359000
3,2,1311,23,2,2,1,23.3,220000
3,2,1572,43,2,1,1,34.1,195000
3,2,771,13,1,1,1,34.7,109000
4,4,1460,43,1,1,2,43.9,231000
2,1,758,4,1,1,2,33.6,148000
3,3,1490,47,1,1,0,28.5,121000
3,3,872,54,0,2,2,35.8,147000
3,2,1587,55,2,1,1,37.8,162000
2,1,827,25,1,2,3,10.1,273000
2,1,780,11,2,1,1,6.4,179000
4,4,1560,50,2,1,0,4.7,195000
3,2,1112,48,0,2,1,19.3,164000
3,2,1409,42,2,1,0,25.4,117000
2,1,586,12,2,1,0,31.2,50000
3,3,1269,13,1,3,2,47.9,238000
3,3,1123,9,1,1,2,17.2,292000
2,2,647,59,1,2,1,38.3,50000
3,2,1717,53,1,1,2,27.0,227000
2,2,883,45,1,3,1,11.8,153000
2,1,922,38,0,1,2,31.1,125000
6,5,2627,6,1,3,1,48.4,403000
3,2,915,43,1,1,2,7.1,208000
4,4,1950,51,0,1,0,25.9,172000
3,2,698,59,1,2,1,3.5,87000
4,3,1446,43,1,2,1,16.7,271000
4,4,1508,10,1,1,1,31.4,260000
3,2,1316,23,0,1,2,42.2,200000
3,2,1243,15,2,2,1,36.8,185000
3,2,1166,45,1,1,0,23.7,116000
3,2,1197,23,0,2,1,45.6,125000
5,5,1804,40,1,2,1,15.8,254000
4,4,1300,37,1,2,2,37.9,228000
6,5,2545,34,0,1,1,24.2,368000
2,2,938,16,1,2,2,45.0,170000
4,4,1916,45,2,1,1,40.1,248000
5,5,1841,51,2,1,2,45.2,281000
2,1,938,41,1,2,3,11.5,226000
2,1,743,47,2,3,2,33.7,133000
4,4,1838,32,1,1,2,37.2,270000
3,3,1404,38,2,1,1,37.4,148000
4,3,1642,40,0,2,3,25.7,326000
2,2,732,56,1,1,2,1.6,168000
4,4,1792,46,1,2,3,13.8,401000
2,2,929,5,1,3,2,16.8,250000
2,1,663,17,2,3,2,42.7,133000
2,1,534,22,1,1,1,42.2,50000
4,4,1542,39,0,2,1,6.1,246000
4,3,1903,41,1,3,1,47.5,243000
3,2,1429,48,1,1,2,9.9,281000
3,2,977,18,0,2,0,21.3,117000
5,4,1766,28,2,1,1,11.5,301000
3,2,1454,13,2,1,1,43.2,189000
4,4,1372,50,1,3,1,37.7,172000
3,3,1301,42,1,2,2,18.3,243000
3,2,1076,1,1,1,2,34.4,254000
3,2,1523,53,2,2,1,10.0,255000
3,2,1045,50,2,2,1,19.7,155000
4,3,1828,19,1,3,1,19.5,319000
3,2,1236,34,2,1,1,12.7,194000
2,2,850,59,1,1,1,43.9,50000
5,4,1605,4,1,1,0,34.3,267000
3,2,759,43,2,2,1,14.7,99000
3,2,1155,3,1,1,1,12.9,195000
5,4,2049,41,1,1,2,1.9,430000
4,3,1374,10,1,3,1,18.0,277000
2,2,582,28,1,3,1,26.8,87000
5,4,2112,34,1,2,0,14.6,310000
4,4,1712,39,2,3,3,35.3,382000
3,2,1172,47,1,3,1,21.2,144000
2,1,956,59,2,2,0,16.5,61000
4,4,1365,19,1,2,1,47.0,224000
4,3,1528,42,1,3,2,13.9,289000
3,2,1529,56,2,2,2,20.5,262000
5,4,2013,52,1,1,2,19.7,366000
4,4,1625,46,0,1,0,12.8,143000
2,1,1261,36,1,2,2,11.7,230000
3,2,920,57,1,3,2,15.8,191000
2,1,959,43,0,2,1,43.3,50000
4,4,1932,3,2,3,2,38.6,380000
1,1,500,23,2,2,1,34.4,98000
3,2,1371,17,1,1,1,23.4,201000
4,4,1403,7,2,2,2,25.9,306000
5,5,1862,26,2,1,2,14.1,419000
3,3,1276,43,2,2,0,4.6,198000
4,3,1759,18,0,2,1,17.2,286000
2,1,1024,46,0,2,2,25.3,149000
4,3,1913,46,0,2,0,3.8,262000
2,2,786,6,0,1,0,5.3,131000
3,2,1438,31,1,2,1,13.9,244000
4,4,1531,29,1,1,3,19.0,343000
2,2,980,9,1,2,3,20.3,250000
2,1,841,54,0,2,1,6.8,117000
4,4,1689,35,1,2,1,12.1,313000
4,3,1684,17,1,1,1,13.8,287000
4,4,1279,12,2,1,1,4.3,315000
4,3,1375,36,0,2,2,17.0,258000
3,2,1220,52,2,2,0,4.5,156000
3,2,862,48,2,2,1,35.5,144000
3,3,1366,24,2,2,2,19.9,292000
2,2,974,10,2,3,0,17.0,161000
5,4,2065,58,2,3,1,7.2,307000
3,3,975,30,1,1,1,12.1,197000
3,2,1476,29,2,1,2,12.4,283000
3,2,1607,39,2,2,1,49.3,187000
5,5,2029,10,2,1,1,41.9,328000
2,2,902,39,1,1,1,1.7,152000
3,2,1240,55,1,1,3,31.2,224000
3,2,1306,28,1,1,1,13.5,210000
4,3,1576,18,1,2,3,6.1,426000
1,1,500,41,2,1,2,35.6,118000
5,4,2181,54,0,1,2,7.4,377000
5,5,2469,50,1,3,0,22.7,346000
3,2,919,17,1,3,1,32.0,181000
4,3,1579,11,1,3,0,28.2,240000
5,5,1763,1,0,1,1,48.9,301000
4,4,1918,17,0,1,3,39.5,339000
2,2,682,36,1,1,0,38.9,50000
3,3,911,36,1,1,1,18.4,137000
4,3,1727,46,0,1,0,1.4,207000
3,3,1548,9,2,3,2,37.0,332000
4,4,1732,45,2,3,0,50.0,158000
5,5,2040,28,2,2,0,20.9,321000
5,4,2081,48,0,2,1,49.3,225000
3,2,1482,33,1,2,2,7.9,289000
2,1,625,3,1,2,0,15.5,106000
6,5,2377,51,2,3,1,9.4,442000
4,3,1509,8,2,2,0,24.3,224000
2,1,566,50,1,1,3,40.1,114000
5,5,1934,6,2,1,1,17.7,356000
5,5,2221,59,0,2,2,45.4,293000
3,3,1313,52,0,1,2,27.7,172000
3,3,1328,58,1,3,0,23.8,135000
3,2,1229,6,0,2,1,39.6,186000
2,1,904,29,0,2,0,6.0,115000
3,2,1039,37,2,1,1,38.9,114000
4,3,1538,12,1,2,1,12.9,304000
1,1,500,9,1,2,1,14.8,124000
3,2,1255,41,2,2,0,30.4,125000
3,2,1264,49,1,1,0,45.2,50000
3,3,1172,19,1,3,2,29.3,262000
5,5,1924,17,0,2,2,32.8,363000
3,2,1831,54,0,2,0,39.1,131000
3,3,1381,48,0,3,0,13.7,164000
4,4,1682,44,0,3,2,41.5,277000
3,2,1153,32,1,1,2,21.5,198000
2,1,709,35,1,2,3,9.6,222000
3,2,1173,14,2,1,1,18.2,232000
2,1,858,49,2,2,1,13.1,126000
2,1,500,54,2,1,1,12.2,92000
3,2,886,16,1,2,2,14.8,237000
3,2,1072,21,0,2,0,9.9,106000
5,4,2041,12,2,2,0,33.7,314000
3,2,1152,24,1,2,0,29.4,124000
3,2,1495,34,0,2,2,32.8,195000
4,3,1303,8,2,1,1,17.8,262000
1,1,500,44,1,2,2,38.7,50000
4,4,1904,21,1,2,2,7.4,412000
2,2,826,48,2,2,2,29.0,158000
6,5,2576,8,2,3,1,14.5,468000
2,1,1210,28,1,1,3,26.9,269000
3,3,1061,16,1,2,1,16.9,224000
2,2,780,10,1,2,0,39.7,69000
6,5,2345,52,2,1,3,44.7,387000
3,3,809,15,0,1,0,37.4,53000
3,2,1137,4,1,2,1,9.6,227000
2,2,976,26,2,1,1,14.5,194000
4,3,1708,15,1,2,1,46.0,210000
2,1,923,36,2,2,1,22.4,139000
5,4,1924,32,2,2,1,47.1,272000
2,1,668,43,1,2,1,20.2,109000
2,1,1053,38,2,3,2,47.6,167000
1,1,500,4,1,1,1,46.4,67000
3,3,1258,41,2,2,1,33.4,172000
3,3,1232,9,2,2,1,1.4,267000
2,1,1092,35,1,1,2,20.6,184000
4,3,1794,55,2,3,2,45.7,285000
3,2,940,28,2,3,2,44.4,206000
3,3,962,37,1,1,0,10.2,116000
3,2,1315,47,0,2,0,20.6,97000
3,2,1187,9,0,2,0,41.9,92000
3,2,1108,2,1,2,0,29.3,152000
2,1,1003,3,2,3,1,42.5,172000
2,2,837,58,2,2,3,41.5,200000
5,4,2010,53,1,2,1,45.5,246000
5,4,2155,44,1,1,3,6.7,454000
3,3,1124,48,1,2,0,8.1,126000
3,3,1513,5,0,2,3,5.1,395000
4,3,1442,10,1,2,0,46.8,170000
3,2,1331,28,1,2,3,24.3,299000
1,1,686,15,1,1,0,4.2,96000
2,2,524,14,2,1,3,16.8,241000
4,3,1531,46,1,2,1,18.2,241000
4,3,1828,23,1,2,1,40.7,280000
1,1,631,13,0,2,1,37.0,50000
2,1,765,16,2,2,1,34.8,149000
2,2,653,30,2,1,2,2.1,175000
4,3,1791,40,2,1,3,45.6,328000
1,1,636,8,1,1,2,11.6,233000
2,1,567,17,1,2,2,31.8,141000
4,3,1359,30,1,1,0,4.0,207000
2,1,845,17,0,2,2,5.0,208000
4,3,1725,35,1,2,1,1.5,318000
2,1,740,1,2,3,2,28.7,225000
2,1,935,49,0,3,1,31.8,69000
2,1,657,58,0,3,2,3.5,141000
4,3,1177,24,2,2,1,15.2,220000
5,4,1915,48,1,2,1,42.7,243000
4,3,1612,49,1,2,1,6.0,253000
3,3,1144,25,1,3,1,11.6,234000
4,3,1368,2,1,3,1,21.8,266000
2,2,500,25,2,2,0,42.3,50000
3,2,1097,14,1,2,2,13.5,267000
5,5,2179,39,2,2,0,49.9,255000
1,1,651,57,2,2,2,18.4,131000
2,1,1037,51,2,2,0,19.9,83000
2,1,636,33,0,3,0,7.0,55000
1,1,500,17,1,2,1,34.3,72000
2,2,899,59,0,1,1,12.9,90000
3,3,1327,31,1,3,1,31.8,225000
3,3,1280,10,2,1,1,11.9,288000
5,4,1597,6,1,1,1,20.0,278000
4,3,1426,39,2,2,2,43.0,257000
3,2,1194,25,1,1,1,37.2,171000
3,3,1297,38,1,1,1,8.6,190000
3,3,1353,37,2,1,2,30.8,257000
3,2,1228,30,1,1,2,31.8,230000
3,2,1266,34,2,2,1,5.4,219000
4,3,1616,18,1,1,2,23.8,308000
3,2,1337,24,2,2,3,13.8,349000
3,2,1262,49,1,1,1,23.9,165000
3,3,1213,56,2,2,1,39.1,124000
3,2,1146,27,0,1,3,8.8,311000
5,4,2016,58,1,1,0,7.0,213000
4,4,1696,27,2,1,0,14.2,281000
2,1,853,55,2,2,1,47.7,64000
5,5,2076,39,0,2,2,37.6,323000
3,2,1468,21,1,2,3,2.0,391000
5,5,2053,19,1,3,2,20.6,401000
4,3,1470,39,0,3,3,13.6,341000
3,3,1376,23,2,2,0,32.3,181000
1,1,500,39,0,1,0,23.5,50000
3,2,983,48,1,2,2,48.3,116000
3,2,1267,44,1,1,3,11.7,276000
4,3,1703,47,1,2,1,29.8,230000
3,2,950,15,2,1,0,35.3,94000
2,2,723,43,2,2,1,41.5,85000
4,4,1478,2,0,3,1,20.9,280000
6,5,2302,35,2,2,1,34.7,382000
3,2,1388,51,1,2,0,15.9,173000
2,2,941,20,1,2,3,22.3,257000
3,2,1196,28,0,1,1,44.9,138000
1,1,500,57,0,3,2,47.5,50000
5,5,1730,58,1,2,0,36.2,164000
2,2,1084,15,1,1,0,19.3,125000
3,3,1318,16,2,2,1,41.2,214000
3,2,1058,33,2,1,2,2.3,225000
3,3,1343,47,2,1,1,6.0,241000
4,4,1585,12,1,2,2,33.4,322000
4,3,1542,39,1,2,2,15.3,319000
2,1,887,39,1,2,0,47.6,50000
1,1,500,43,1,2,1,22.4,58000
2,2,731,20,1,1,2,22.0,172000
5,5,2024,29,1,2,1,34.2,346000
5,4,1900,43,1,1,1,38.6,293000
3,2,1333,49,1,3,1,24.3,174000
4,4,1973,3,0,1,1,11.5,370000
4,4,1449,48,0,1,3,38.9,250000
2,1,500,5,1,3,0,16.7,80000
5,4,1599,2,0,3,1,9.6,330000
3,3,1169,23,2,2,1,32.0,216000
3,2,1067,26,0,1,2,5.4,215000
3,3,1241,26,2,2,2,48.6,254000
1,1,500,7,1,2,3,32.0,209000
2,1,500,10,0,2,2,49.3,108000
4,3,1237,5,2,1,1,17.6,258000
2,1,859,47,1,1,1,48.6,55000
4,3,1627,12,1,2,1,8.1,256000
2,1,714,32,2,1,2,3.0,209000
3,2,868,42,0,2,2,2.6,207000
3,2,1294,31,1,2,3,23.8,256000
3,2,1454,22,2,2,2,5.1,337000
4,3,1655,17,2,2,1,26.1,301000
3,3,1030,20,1,3,0,17.0,127000
3,2,1208,20,0,1,0,17.4,114000
3,2,926,43,2,1,0,32.1,112000
4,3,1811,8,1,2,0,9.0,287000
5,5,2016,47,0,1,1,38.6,274000
4,3,1246,34,1,1,1,29.5,205000
2,1,739,49,2,1,2,45.8,99000
1,1,500,23,0,3,1,18.9,108000
3,2,1133,38,2,3,1,49.2,96000
3,3,1144,53,1,2,1,29.2,140000
2,2,555,28,1,1,1,48.7,50000
3,2,1313,13,2,1,3,2.3,336000
3,2,1070,29,2,1,0,36.7,89000
3,2,768,8,1,1,3,41.0,208000
4,4,1525,11,0,1,1,3.6,300000
2,1,996,47,2,2,1,29.4,118000
2,2,722,45,1,2,0,40.3,50000
4,4,1947,18,1,1,0,28.5,258000
3,3,1285,50,1,2,1,4.1,223000
4,3,1667,25,2,2,2,35.0,291000
3,2,1174,49,2,2,1,4.0,193000
2,1,786,22,2,1,1,41.1,96000
4,3,1547,45,1,3,1,3.1,274000
4,4,1539,35,1,2,1,7.7,260000
4,3,1706,29,1,1,3,14.5,397000
3,2,1012,21,1,2,2,32.0,223000
3,2,984,56,1,2,1,48.8,52000
3,3,975,7,1,2,1,6.8,234000
2,1,1209,12,0,2,0,8.0,199000
5,4,2106,36,1,2,3,19.1,437000
2,1,860,24,1,2,1,42.0,104000
6,5,2188,32,2,2,2,23.9,413000
3,3,1324,27,1,1,1,16.8,214000
2,1,776,32,0,1,3,28.5,206000
3,3,1242,59,1,1,1,13.8,170000
5,4,1804,32,2,2,1,20.7,314000
4,3,1632,32,1,1,2,17.3,306000
4,4,1515,26,1,2,3,40.4,378000
4,3,1446,11,1,1,3,46.3,308000
4,3,1746,46,1,2,2,38.2,250000
4,4,1292,18,2,2,2,22.5,300000
2,1,912,39,0,1,1,25.7,103000
3,3,1336,5,1,2,2,7.1,305000
2,1,624,16,1,3,2,37.6,158000
6,5,2235,11,0,1,1,30.2,345000
5,4,1955,54,1,3,2,45.2,259000
1,1,500,35,1,2,1,10.8,71000
4,3,1569,48,2,2,1,38.2,208000
5,4,2086,11,2,1,2,34.5,421000
2,2,1152,42,2,2,1,14.0,205000
3,2,1098,23,1,2,1,33.7,157000
5,4,1656,55,1,2,1,46.3,216000
1,1,565,34,1,2,1,46.0,50000
4,3,1936,48,1,2,1,36.3,211000
3,2,1278,17,1,1,3,3.4,345000
5,4,1782,10,2,1,2,43.7,309000
6,5,2375,18,0,1,2,33.2,425000
5,5,1776,44,2,3,0,16.2,291000
3,3,1328,8,0,1,3,10.2,329000
5,4,1729,59,1,1,2,6.7,322000
4,4,1539,26,1,1,0,3.5,246000
3,2,999,3,1,3,2,38.0,250000
4,4,1625,59,0,2,3,12.6,306000
1,1,500,52,2,3,0,2.2,70000
3,3,1235,24,2,2,1,20.5,205000
2,1,804,3,1,3,3,24.6,281000
2,2,602,38,1,1,0,9.3,83000
2,1,925,2,2,1,2,3.2,256000
4,4,1590,35,2,1,1,10.3,312000
3,2,1002,17,1,2,1,34.3,128000
4,3,2048,9,2,2,2,5.0,462000
2,2,895,36,1,1,0,28.2,91000
3,2,1169,22,1,1,2,8.2,271000
3,2,1483,31,1,2,0,10.6,189000
4,4,1968,55,1,1,1,20.3,274000
3,2,1170,34,0,2,1,5.9,183000
4,4,1669,24,1,1,1,9.5,353000
5,4,1802,9,1,2,1,18.1,328000
4,3,1570,46,2,2,2,17.2,329000
2,2,760,58,2,2,3,37.7,154000
1,1,500,43,1,1,2,4.7,163000
5,4,2066,2,1,1,1,43.2,362000
1,1,511,21,0,2,2,41.0,96000
5,4,2047,34,1,2,3,38.5,396000
3,2,957,27,0,2,1,16.2,141000
5,4,1812,37,1,2,1,41.3,231000
4,4,1490,7,1,1,0,10.0,259000
6,5,2343,22,1,3,1,7.1,466000
3,2,1410,4,0,2,3,3.2,364000
4,3,1367,14,2,2,1,47.0,261000
3,2,1128,34,1,3,2,16.1,233000
3,2,1390,23,0,1,0,46.0,103000
4,3,1540,44,0,2,0,14.4,183000
5,4,2092,42,1,3,1,45.5,278000
6,5,2372,25,0,1,3,45.3,384000
4,3,1651,1,2,1,1,46.3,250000
3,2,1154,51,1,2,2,25.3,198000
3,3,1333,55,2,1,0,43.4,89000
4,3,1290,48,0,3,2,47.6,198000
2,1,727,15,1,1,2,16.9,199000
2,2,859,32,1,2,2,21.5,182000
3,3,1306,14,1,1,0,36.2,129000
3,3,1498,41,1,1,0,15.7,203000
3,2,1121,21,2,3,1,37.9,158000
2,2,1095,55,1,2,3,4.6,253000
1,1,500,47,1,1,0,26.7,50000
1,1,665,58,2,1,0,7.0,54000
6,5,2563,7,0,2,1,15.4,471000
3,3,1017,36,0,2,1,13.7,167000
3,3,1261,21,1,2,2,42.1,235000
4,3,1589,50,1,2,3,10.5,356000
2,1,925,40,1,1,1,40.6,109000
5,5,1955,12,0,3,3,39.9,381000
4,3,1538,15,1,2,2,25.4,329000
2,1,1073,15,1,2,1,12.5,202000
3,3,1180,17,1,2,3,12.1,329000
5,5,2165,34,1,2,2,23.8,403000
5,5,1954,44,1,2,1,1.4,365000
3,2,1533,35,2,2,2,27.0,287000
4,3,1464,39,1,3,1,47.7,228000
2,2,677,38,2,2,0,8.6,100000
6,5,2704,14,1,2,2,29.1,489000
2,2,711,55,1,3,2,48.1,88000
5,4,2320,59,1,1,2,43.2,328000
4,3,1778,5,2,2,1,42.7,288000
4,4,1569,30,1,2,3,41.3,326000
3,2,837,4,2,3,0,16.1,171000
2,2,796,15,2,1,1,44.6,111000
2,1,820,39,0,1,1,47.1,50000
2,2,1033,35,0,1,0,25.3,79000
2,1,1117,45,0,1,1,18.4,112000
4,4,1463,10,1,1,2,21.3,335000
3,2,1360,55,0,2,2,17.4,216000
2,2,953,2,2,3,3,11.4,331000
6,5,2614,44,0,2,2,31.3,444000
5,5,2099,24,1,1,1,28.6,332000
5,4,1611,28,0,3,2,23.7,334000
6,5,2368,22,2,2,2,5.7,484000
2,2,568,44,1,1,1,40.0,50000
3,2,1159,32,2,1,2,9.6,249000
4,4,1796,31,2,2,1,6.6,293000
4,4,1661,19,1,2,1,31.5,268000
2,1,1029,51,1,2,1,20.5,148000
4,3,1668,21,0,1,2,3.9,321000
2,2,540,3,1,2,2,18.4,156000
2,1,500,6,2,1,1,38.8,121000
3,2,1229,32,0,2,1,31.1,146000
3,3,1157,2,0,2,3,18.8,328000
3,2,1004,24,1,1,3,10.4,302000
2,1,500,45,1,1,1,32.0,50000
5,4,1853,59,1,1,0,44.5,173000
3,3,1161,27,1,1,2,32.7,236000
2,1,933,9,2,1,1,40.8,100000
5,5,2037,13,1,2,0,26.6,279000
6,5,2721,55,0,2,1,36.2,373000
5,5,1792,14,2,2,2,44.9,339000
4,3,1776,51,2,2,2,38.9,263000
4,3,1609,11,0,2,1,45.6,198000
3,2,1338,14,1,3,1,22.1,230000
2,1,712,16,1,1,1,45.3,67000
3,3,1414,10,0,2,1,31.5,203000
3,3,1259,20,2,1,1,43.6,163000
3,3,1064,16,1,1,0,2.9,189000
4,4,1597,58,2,2,1,33.2,202000
3,2,1152,34,1,2,1,42.6,123000
2,1,897,57,1,2,2,9.5,122000
2,2,564,16,0,2,2,33.4,176000
4,4,1594,14,1,1,1,41.4,261000
2,2,879,53,0,3,0,15.1,56000
5,4,2006,28,1,1,1,20.9,302000
3,2,1469,18,1,1,2,28.9,265000
3,2,1354,26,2,1,0,26.4,158000
3,2,1198,38,1,3,0,2.9,148000
4,3,1643,7,2,2,2,5.8,342000
3,3,1259,45,1,2,2,5.9,256000
4,4,1680,34,2,2,1,13.9,272000
3,2,834,47,2,2,1,13.0,155000
3,2,1139,49,1,2,3,37.4,225000
5,5,1703,45,2,2,3,29.1,359000
4,3,1855,7,1,3,1,38.4,288000
4,3,1587,33,2,2,2,4.4,385000
5,4,1961,35,1,2,1,24.8,322000
5,4,2179,52,1,1,3,16.9,404000
4,3,1684,50,1,3,1,42.6,251000
4,3,1374,39,0,2,2,35.7,199000
4,4,1585,21,1,2,2,43.6,270000
4,4,1532,49,2,2,1,3.3,282000
4,4,1251,28,2,2,2,36.3,235000
4,4,1461,32,1,1,1,27.5,263000
2,1,763,44,2,1,0,41.4,50000
5,4,1977,16,2,2,1,25.9,334000
5,5,1703,56,1,1,3,27.5,349000
1,1,630,10,0,2,1,3.5,146000
4,4,1579,23,0,2,2,33.8,281000
2,2,807,48,2,1,2,14.4,152000
3,3,1280,52,2,1,0,2.0,143000
4,4,1442,50,1,2,1,4.3,298000
2,2,891,15,1,2,2,47.9,137000
4,3,1526,55,2,1,3,18.0,357000
4,3,1420,43,2,2,0,43.5,120000
3,2,1314,50,2,2,1,48.0,150000
1,1,698,6,1,1,0,47.2,50000
3,3,1344,33,1,1,1,44.2,172000
4,4,1784,55,1,1,1,44.8,212000
6,5,2295,39,1,2,1,15.2,347000
4,4,1280,12,2,2,1,8.4,285000
3,2,1498,52,1,2,1,32.3,143000
4,3,2010,36,2,3,2,24.9,369000
3,2,1508,31,1,1,3,5.8,319000
4,3,1532,10,2,1,1,34.2,219000
2,2,569,53,1,1,2,28.6,92000
4,4,1386,34,1,1,1,43.3,140000
3,3,863,41,1,2,3,30.9,231000
6,5,2378,10,0,2,2,29.1,415000
3,3,1521,52,2,1,2,22.6,243000
4,4,1571,11,1,1,0,23.7,184000
5,4,2060,57,1,1,1,47.8,262000
2,2,1075,14,2,3,1,7.8,213000
5,4,1919,3,2,2,1,22.9,361000
4,3,2007,57,1,2,1,33.1,206000
2,2,1198,33,2,1,1,22.2,163000
3,3,1173,7,0,2,2,14.9,316000
4,4,1484,4,0,1,0,15.1,238000
2,1,939,39,1,3,1,12.4,138000
3,2,1130,48,1,2,0,17.9,110000
3,2,968,10,1,2,0,43.7,86000
4,3,1856,15,1,2,2,25.8,350000
1,1,643,16,1,2,1,12.8,147000
5,5,2031,38,2,1,1,19.8,330000
6,5,2147,4,1,1,1,6.2,427000
6,5,2154,4,2,2,2,45.3,425000
4,4,1621,56,2,1,1,21.0,232000
2,2,700,55,1,1,3,49.0,104000
4,3,1531,36,1,2,1,18.0,236000
1,1,604,27,1,3,2,42.0,127000
1,1,546,22,2,3,1,13.6,151000
3,2,1475,22,0,1,1,4.7,220000
3,3,1001,17,1,1,1,2.6,219000
4,3,1531,45,2,2,1,30.7,208000
4,4,1751,34,1,2,1,16.3,308000
3,3,1289,32,1,3,1,22.7,207000
3,2,1506,52,1,3,0,41.1,158000
6,5,2484,6,2,2,1,13.2,475000
3,2,1569,54,2,1,2,16.1,287000
3,3,1308,33,1,1,2,42.4,187000
2,1,1012,8,1,1,1,25.1,162000
4,4,1535,50,2,2,1,41.6,218000
4,3,1602,53,2,1,0,19.3,161000
2,1,982,36,2,2,1,20.5,151000
2,2,1122,5,1,2,2,9.2,305000
4,4,1745,5,2,1,2,45.9,324000
4,4,1583,47,1,3,1,44.9,188000
3,3,1475,10,0,2,1,49.2,230000
6,5,1961,40,2,3,2,20.7,378000
2,1,515,58,1,3,1,41.1,50000
3,3,1336,7,2,1,1,21.3,243000
5,5,2002,12,0,1,2,23.3,367000
3,3,1321,30,2,1,1,41.7,195000
4,3,1612,25,1,2,1,9.7,285000
3,3,1314,28,1,2,2,11.8,295000
3,2,1037,43,0,3,1,16.4,110000
6,5,2514,13,1,1,2,39.6,446000
3,3,1398,47,2,2,0,19.3,154000
5,4,2244,49,1,3,2,18.6,354000
2,1,1202,22,1,2,2,49.9,212000
2,1,848,54,1,1,1,19.8,96000
1,1,500,18,2,2,2,13.1,181000
4,4,1295,27,1,1,2,31.5,282000
3,2,1093,8,1,1,0,40.3,117000
5,4,1961,6,1,1,2,4.4,415000
3,2,1410,11,2,1,3,31.3,325000
6,5,2277,29,1,2,1,2.8,404000
2,1,959,58,0,1,0,26.8,50000
5,4,1999,41,2,2,0,13.6,264000
4,4,1564,58,1,1,1,16.0,204000
4,3,1649,5,0,1,0,23.9,238000
4,3,1521,7,2,1,1,46.4,244000
4,3,1514,22,1,1,0,35.8,160000
4,3,1259,59,1,1,1,46.9,91000
2,2,750,47,1,2,1,33.3,70000
1,1,500,53,2,3,1,1.3,74000
5,4,1896,54,1,1,1,14.0,284000
4,4,1683,4,1,1,2,45.4,329000
4,3,1731,32,0,1,0,32.5,220000
3,3,1246,19,2,3,0,49.1,121000
2,2,999,45,1,2,0,8.6,128000
2,2,915,33,1,2,1,15.5,140000
4,3,1540,1,1,1,0,18.8,216000
3,2,1107,54,1,1,2,17.0,168000
2,1,862,46,2,1,1,13.3,129000
3,2,1314,41,1,3,3,22.7,275000
2,1,1079,56,2,1,1,32.5,86000
3,3,1438,44,1,2,1,16.3,210000
3,3,1091,50,2,2,2,4.9,241000
4,3,1579,41,0,2,2,35.7,228000
3,3,1334,8,1,1,2,23.5,238000
3,2,1413,32,2,2,3,28.3,315000
1,1,587,30,2,1,1,23.3,90000
2,1,787,46,1,3,2,44.6,93000
3,2,949,28,1,1,1,28.4,145000
3,3,1000,41,0,1,2,46.2,164000
4,4,1654,52,2,1,1,26.0,239000
3,2,1268,32,1,2,1,15.3,233000
4,4,1380,25,1,1,2,18.4,341000
5,4,2008,34,0,2,1,26.6,345000
4,4,1726,33,2,1,1,27.0,250000
1,1,500,13,1,1,1,34.7,50000
3,2,1420,25,1,2,2,12.0,283000
2,1,724,42,1,1,2,33.3,113000
2,2,1051,40,1,2,2,39.2,195000
6,5,2293,39,1,2,2,34.2,404000
2,1,594,56,2,3,1,24.6,52000
3,3,1108,44,2,1,0,49.6,56000
